O*NET-SOC Code,Title,Artistic,Conventional,Enterprising,First Interest High-Point,Investigative,Realistic,Second Interest High-Point,Social,Third Interest High-Point,Occupation,Job Family
47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",1.49,3.39,1.0,1.0,1.41,7.0,6.0,1.91,0.0,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",Construction and Extraction
47-3012.00,Helpers--Carpenters,1.35,3.54,1.67,1.0,1.26,6.95,6.0,2.06,0.0,Helpers--Carpenters,Construction and Extraction
47-3013.00,Helpers--Electricians,1.0,3.98,1.0,1.0,2.14,7.0,6.0,2.1,0.0,Helpers--Electricians,Construction and Extraction
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",1.78,3.47,1.36,1.0,1.11,6.52,6.0,2.43,0.0,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Construction and Extraction
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",1.0,3.7,1.36,1.0,1.3,6.84,6.0,1.8,0.0,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Construction and Extraction
47-3016.00,Helpers--Roofers,1.0,3.61,1.41,1.0,1.0,6.95,6.0,1.96,0.0,Helpers--Roofers,Construction and Extraction
47-4011.00,Construction and Building Inspectors,1.11,5.46,2.1,1.0,4.11,6.36,6.0,1.42,2.0,Construction and Building Inspectors,Construction and Extraction
47-4011.01,Energy Auditors,1.0,5.93,3.34,6.0,4.17,4.53,1.0,1.89,2.0,Energy Auditors,Construction and Extraction
47-4021.00,Elevator and Escalator Installers and Repairers,1.06,3.78,1.17,1.0,2.42,7.0,6.0,1.38,0.0,Elevator and Escalator Installers and Repairers,Construction and Extraction
47-4031.00,Fence Erectors,1.39,3.66,1.0,1.0,2.13,7.0,6.0,1.35,0.0,Fence Erectors,Construction and Extraction
47-4041.00,Hazardous Materials Removal Workers,1.0,4.28,1.18,1.0,2.6,7.0,6.0,1.45,0.0,Hazardous Materials Removal Workers,Construction and Extraction
47-4051.00,Highway Maintenance Workers,1.12,3.55,1.49,1.0,1.72,7.0,6.0,1.74,0.0,Highway Maintenance Workers,Construction and Extraction
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,1.0,4.11,1.0,1.0,1.7,7.0,6.0,1.0,0.0,Rail-Track Laying and Maintenance Equipment Operators,Construction and Extraction
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,1.0,4.28,1.22,1.0,2.11,7.0,6.0,1.48,0.0,Septic Tank Servicers and Sewer Pipe Cleaners,Construction and Extraction
47-4091.00,Segmental Pavers,1.96,3.42,1.3,1.0,1.6,6.71,6.0,1.36,0.0,Segmental Pavers,Construction and Extraction
47-4099.03,Weatherization Installers and Technicians,1.5,4.49,2.19,1.0,3.22,6.01,6.0,2.31,0.0,Weatherization Installers and Technicians,Construction and Extraction
47-5011.00,"Derrick Operators, Oil and Gas",1.0,3.64,1.64,1.0,2.54,7.0,6.0,1.01,0.0,"Derrick Operators, Oil and Gas",Construction and Extraction
47-5012.00,"Rotary Drill Operators, Oil and Gas",1.0,3.78,2.2,1.0,3.05,7.0,6.0,1.16,0.0,"Rotary Drill Operators, Oil and Gas",Construction and Extraction
47-5013.00,"Service Unit Operators, Oil and Gas",1.0,4.17,1.84,1.0,2.55,7.0,6.0,1.17,0.0,"Service Unit Operators, Oil and Gas",Construction and Extraction
47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining",1.0,3.55,1.0,1.0,2.4,7.0,6.0,1.0,0.0,"Excavating and Loading Machine and Dragline Operators, Surface Mining",Construction and Extraction
47-5023.00,"Earth Drillers, Except Oil and Gas",1.14,3.69,1.7,1.0,3.58,7.0,6.0,1.18,2.0,"Earth Drillers, Except Oil and Gas",Construction and Extraction
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",1.25,4.18,1.82,1.0,3.77,6.89,6.0,1.3,2.0,"Explosives Workers, Ordnance Handling Experts, and Blasters",Construction and Extraction
47-5041.00,Continuous Mining Machine Operators,1.0,3.92,1.37,1.0,2.47,7.0,6.0,1.08,0.0,Continuous Mining Machine Operators,Construction and Extraction
47-5043.00,"Roof Bolters, Mining",1.0,3.47,1.02,1.0,2.64,7.0,6.0,1.0,0.0,"Roof Bolters, Mining",Construction and Extraction
47-5044.00,"Loading and Moving Machine Operators, Underground Mining",1.0,3.78,1.0,1.0,2.19,7.0,6.0,1.0,0.0,"Loading and Moving Machine Operators, Underground Mining",Construction and Extraction
47-5051.00,"Rock Splitters, Quarry",1.75,3.21,1.17,1.0,2.08,6.96,6.0,1.25,0.0,"Rock Splitters, Quarry",Construction and Extraction
47-5071.00,"Roustabouts, Oil and Gas",1.0,3.71,1.0,1.0,1.81,7.0,6.0,1.0,0.0,"Roustabouts, Oil and Gas",Construction and Extraction
47-5081.00,Helpers--Extraction Workers,1.0,3.69,1.57,1.0,2.14,7.0,6.0,1.77,0.0,Helpers--Extraction Workers,Construction and Extraction
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",1.0,4.84,5.75,5.0,1.88,4.46,6.0,3.41,1.0,"First-Line Supervisors of Mechanics, Installers, and Repairers","Installation, Maintenance, and Repair"
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",1.0,5.36,1.57,1.0,2.81,6.12,6.0,1.57,0.0,"Computer, Automated Teller, and Office Machine Repairers","Installation, Maintenance, and Repair"
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",1.06,4.53,1.36,1.0,3.45,6.69,6.0,1.37,2.0,"Radio, Cellular, and Tower Equipment Installers and Repairers","Installation, Maintenance, and Repair"
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",1.0,4.74,1.59,1.0,2.42,6.49,6.0,1.81,0.0,"Telecommunications Equipment Installers and Repairers, Except Line Installers","Installation, Maintenance, and Repair"
49-2091.00,Avionics Technicians,1.24,4.69,1.0,1.0,4.16,7.0,6.0,1.34,2.0,Avionics Technicians,"Installation, Maintenance, and Repair"
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",1.0,4.09,1.06,1.0,2.78,7.0,6.0,1.14,0.0,"Electric Motor, Power Tool, and Related Repairers","Installation, Maintenance, and Repair"
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",1.0,4.81,1.02,1.0,3.37,7.0,6.0,1.16,2.0,"Electrical and Electronics Installers and Repairers, Transportation Equipment","Installation, Maintenance, and Repair"
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",1.0,5.34,1.11,1.0,4.03,7.0,6.0,1.0,2.0,"Electrical and Electronics Repairers, Commercial and Industrial Equipment","Installation, Maintenance, and Repair"
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",1.0,5.27,1.3,1.0,3.52,7.0,6.0,1.07,2.0,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay","Installation, Maintenance, and Repair"
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",1.0,4.55,1.0,1.0,3.54,7.0,6.0,1.2,2.0,"Electronic Equipment Installers and Repairers, Motor Vehicles","Installation, Maintenance, and Repair"
49-2097.00,Audiovisual Equipment Installers and Repairers,1.55,4.76,1.12,1.0,2.72,6.79,6.0,1.6,0.0,Audiovisual Equipment Installers and Repairers,"Installation, Maintenance, and Repair"
49-2098.00,Security and Fire Alarm Systems Installers,1.03,4.86,1.62,1.0,3.3,6.67,6.0,1.39,2.0,Security and Fire Alarm Systems Installers,"Installation, Maintenance, and Repair"
49-3011.00,Aircraft Mechanics and Service Technicians,1.0,4.68,1.83,1.0,3.74,6.85,6.0,1.3,2.0,Aircraft Mechanics and Service Technicians,"Installation, Maintenance, and Repair"
49-3021.00,Automotive Body and Related Repairers,1.44,3.43,1.38,1.0,1.78,7.0,6.0,1.0,0.0,Automotive Body and Related Repairers,"Installation, Maintenance, and Repair"
49-3022.00,Automotive Glass Installers and Repairers,1.0,3.74,1.4,1.0,2.21,7.0,6.0,1.25,0.0,Automotive Glass Installers and Repairers,"Installation, Maintenance, and Repair"
49-3023.00,Automotive Service Technicians and Mechanics,1.0,4.33,1.59,1.0,3.57,7.0,6.0,1.44,2.0,Automotive Service Technicians and Mechanics,"Installation, Maintenance, and Repair"
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,1.0,3.73,1.3,1.0,3.28,7.0,6.0,1.53,2.0,Bus and Truck Mechanics and Diesel Engine Specialists,"Installation, Maintenance, and Repair"
49-3041.00,Farm Equipment Mechanics and Service Technicians,1.0,4.1,1.01,1.0,3.12,7.0,6.0,1.35,2.0,Farm Equipment Mechanics and Service Technicians,"Installation, Maintenance, and Repair"
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",1.0,4.2,1.0,1.0,3.55,7.0,6.0,1.0,2.0,"Mobile Heavy Equipment Mechanics, Except Engines","Installation, Maintenance, and Repair"
49-3043.00,Rail Car Repairers,1.22,4.17,1.24,1.0,2.69,7.0,6.0,1.39,0.0,Rail Car Repairers,"Installation, Maintenance, and Repair"
49-3051.00,Motorboat Mechanics and Service Technicians,1.0,3.97,1.67,1.0,2.78,7.0,6.0,1.09,0.0,Motorboat Mechanics and Service Technicians,"Installation, Maintenance, and Repair"
49-3052.00,Motorcycle Mechanics,1.18,3.58,1.0,1.0,3.1,7.0,6.0,1.44,2.0,Motorcycle Mechanics,"Installation, Maintenance, and Repair"
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,1.0,4.18,1.24,1.0,2.68,7.0,6.0,1.08,0.0,Outdoor Power Equipment and Other Small Engine Mechanics,"Installation, Maintenance, and Repair"
49-3091.00,Bicycle Repairers,1.15,3.61,1.85,1.0,1.76,7.0,6.0,1.74,0.0,Bicycle Repairers,"Installation, Maintenance, and Repair"
49-3092.00,Recreational Vehicle Service Technicians,1.0,4.01,1.28,1.0,2.61,7.0,6.0,1.62,0.0,Recreational Vehicle Service Technicians,"Installation, Maintenance, and Repair"
49-3093.00,Tire Repairers and Changers,1.0,3.43,1.57,1.0,1.76,7.0,6.0,1.76,0.0,Tire Repairers and Changers,"Installation, Maintenance, and Repair"
49-9011.00,Mechanical Door Repairers,1.0,3.83,1.0,1.0,1.75,6.88,6.0,1.49,0.0,Mechanical Door Repairers,"Installation, Maintenance, and Repair"
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",1.0,4.75,1.0,1.0,2.85,7.0,6.0,1.19,0.0,"Control and Valve Installers and Repairers, Except Mechanical Door","Installation, Maintenance, and Repair"
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",1.0,4.48,1.35,1.0,2.74,6.92,6.0,1.5,0.0,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers","Installation, Maintenance, and Repair"
49-9031.00,Home Appliance Repairers,1.0,5.0,1.48,1.0,2.12,7.0,6.0,1.65,0.0,Home Appliance Repairers,"Installation, Maintenance, and Repair"
49-9041.00,Industrial Machinery Mechanics,1.0,4.38,1.16,1.0,2.98,7.0,6.0,1.0,2.0,Industrial Machinery Mechanics,"Installation, Maintenance, and Repair"
49-9043.00,"Maintenance Workers, Machinery",1.0,4.48,1.2,1.0,2.15,7.0,6.0,1.0,0.0,"Maintenance Workers, Machinery","Installation, Maintenance, and Repair"
49-9044.00,Millwrights,1.84,3.59,1.09,1.0,2.53,7.0,6.0,1.0,0.0,Millwrights,"Installation, Maintenance, and Repair"
49-9045.00,"Refractory Materials Repairers, Except Brickmasons",1.31,3.55,1.0,1.0,2.2,7.0,6.0,1.02,0.0,"Refractory Materials Repairers, Except Brickmasons","Installation, Maintenance, and Repair"
49-9051.00,Electrical Power-Line Installers and Repairers,1.0,3.67,1.72,1.0,2.63,7.0,6.0,1.19,0.0,Electrical Power-Line Installers and Repairers,"Installation, Maintenance, and Repair"
49-9052.00,Telecommunications Line Installers and Repairers,1.0,4.16,2.11,1.0,2.42,6.42,6.0,1.6,0.0,Telecommunications Line Installers and Repairers,"Installation, Maintenance, and Repair"
49-9061.00,Camera and Photographic Equipment Repairers,1.97,4.58,1.0,1.0,2.67,7.0,6.0,1.2,0.0,Camera and Photographic Equipment Repairers,"Installation, Maintenance, and Repair"
49-9062.00,Medical Equipment Repairers,1.0,5.2,1.0,1.0,4.59,7.0,6.0,1.81,2.0,Medical Equipment Repairers,"Installation, Maintenance, and Repair"
49-9063.00,Musical Instrument Repairers and Tuners,3.55,3.38,1.0,1.0,2.59,6.42,3.0,1.66,6.0,Musical Instrument Repairers and Tuners,"Installation, Maintenance, and Repair"
49-9064.00,Watch and Clock Repairers,1.23,4.62,1.3,1.0,1.97,6.44,6.0,1.47,0.0,Watch and Clock Repairers,"Installation, Maintenance, and Repair"
49-9071.00,"Maintenance and Repair Workers, General",1.21,4.16,1.53,1.0,2.51,7.0,6.0,1.78,0.0,"Maintenance and Repair Workers, General","Installation, Maintenance, and Repair"
49-9081.00,Wind Turbine Service Technicians,1.0,4.3,1.78,1.0,3.57,7.0,6.0,1.61,2.0,Wind Turbine Service Technicians,"Installation, Maintenance, and Repair"
49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",1.0,5.71,1.89,1.0,1.8,6.08,6.0,1.23,0.0,"Coin, Vending, and Amusement Machine Servicers and Repairers","Installation, Maintenance, and Repair"
49-9092.00,Commercial Divers,1.35,3.1,1.66,1.0,3.6,7.0,2.0,1.1,6.0,Commercial Divers,"Installation, Maintenance, and Repair"
49-9094.00,Locksmiths and Safe Repairers,1.08,4.69,1.34,1.0,2.18,6.09,6.0,1.57,0.0,Locksmiths and Safe Repairers,"Installation, Maintenance, and Repair"
49-9095.00,Manufactured Building and Mobile Home Installers,1.52,3.9,1.17,1.0,1.9,6.83,6.0,1.71,0.0,Manufactured Building and Mobile Home Installers,"Installation, Maintenance, and Repair"
49-9096.00,Riggers,1.36,3.7,1.87,1.0,2.39,7.0,6.0,1.0,0.0,Riggers,"Installation, Maintenance, and Repair"
49-9097.00,Signal and Track Switch Repairers,1.0,4.54,1.0,1.0,2.67,6.46,6.0,1.17,0.0,Signal and Track Switch Repairers,"Installation, Maintenance, and Repair"
49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",1.1,4.03,1.63,1.0,1.96,6.99,6.0,1.81,0.0,"Helpers--Installation, Maintenance, and Repair Workers","Installation, Maintenance, and Repair"
49-9099.01,Geothermal Technicians,1.0,4.99,1.78,1.0,3.44,6.38,6.0,1.68,2.0,Geothermal Technicians,"Installation, Maintenance, and Repair"
51-1011.00,First-Line Supervisors of Production and Operating Workers,1.0,5.34,6.17,5.0,1.52,4.33,6.0,2.87,1.0,First-Line Supervisors of Production and Operating Workers,Production
51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",1.74,3.75,1.35,1.0,2.65,7.0,6.0,1.0,0.0,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",Production
51-2021.00,"Coil Winders, Tapers, and Finishers",1.0,4.17,1.4,1.0,2.28,6.54,6.0,1.12,0.0,"Coil Winders, Tapers, and Finishers",Production
51-2022.00,Electrical and Electronic Equipment Assemblers,1.82,4.3,1.0,1.0,3.33,7.0,6.0,1.24,2.0,Electrical and Electronic Equipment Assemblers,Production
51-2023.00,Electromechanical Equipment Assemblers,1.41,4.98,1.0,1.0,3.35,7.0,6.0,1.06,2.0,Electromechanical Equipment Assemblers,Production
51-2031.00,Engine and Other Machine Assemblers,1.27,4.47,1.06,1.0,2.85,7.0,6.0,1.0,0.0,Engine and Other Machine Assemblers,Production
51-2041.00,Structural Metal Fabricators and Fitters,1.64,3.81,1.06,1.0,2.66,7.0,6.0,1.0,0.0,Structural Metal Fabricators and Fitters,Production
51-2051.00,Fiberglass Laminators and Fabricators,2.22,3.49,1.15,1.0,2.03,6.74,6.0,1.0,0.0,Fiberglass Laminators and Fabricators,Production
51-2061.00,Timing Device Assemblers and Adjusters,1.19,4.61,1.14,1.0,2.12,6.74,6.0,1.0,0.0,Timing Device Assemblers and Adjusters,Production
51-2092.00,Team Assemblers,1.6,4.64,3.9,1.0,1.41,5.36,6.0,2.4,5.0,Team Assemblers,Production
51-3011.00,Bakers,2.23,4.42,2.1,1.0,1.67,6.37,6.0,1.75,0.0,Bakers,Production
51-3021.00,Butchers and Meat Cutters,1.77,3.82,2.76,1.0,1.44,6.3,6.0,1.84,0.0,Butchers and Meat Cutters,Production
51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",1.0,4.03,1.45,1.0,1.84,7.0,6.0,1.34,0.0,"Meat, Poultry, and Fish Cutters and Trimmers",Production
51-3023.00,Slaughterers and Meat Packers,1.39,3.53,2.12,1.0,2.22,6.58,6.0,1.71,0.0,Slaughterers and Meat Packers,Production
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",1.1,4.18,1.82,1.0,1.59,6.84,6.0,1.27,0.0,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Production
51-3092.00,Food Batchmakers,2.03,4.45,2.75,1.0,2.1,6.02,6.0,1.47,0.0,Food Batchmakers,Production
51-3093.00,Food Cooking Machine Operators and Tenders,1.05,4.21,1.63,1.0,1.8,7.0,6.0,1.4,0.0,Food Cooking Machine Operators and Tenders,Production
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",1.43,4.31,1.0,1.0,2.23,6.69,6.0,1.09,0.0,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Production
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",1.02,4.27,1.07,1.0,2.56,6.75,6.0,1.0,0.0,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Production
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",1.0,4.07,1.0,1.0,1.69,6.84,6.0,1.0,0.0,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Production
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",1.3,3.9,1.0,1.0,2.12,6.87,6.0,1.0,0.0,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Production
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1.0,4.27,1.0,1.0,2.75,7.0,6.0,1.0,0.0,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Production
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1.18,3.9,1.0,1.0,2.15,7.0,6.0,1.0,0.0,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Production
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1.0,4.13,1.0,1.0,1.96,7.0,6.0,1.0,0.0,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Production
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",1.19,4.21,1.0,1.0,2.24,7.0,6.0,1.0,0.0,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Production
51-4041.00,Machinists,1.93,4.42,1.23,1.0,3.7,7.0,6.0,1.16,2.0,Machinists,Production
51-4051.00,Metal-Refining Furnace Operators and Tenders,1.02,3.95,1.11,1.0,2.73,6.8,6.0,1.04,0.0,Metal-Refining Furnace Operators and Tenders,Production
51-4052.00,"Pourers and Casters, Metal",1.19,3.57,1.0,1.0,2.44,7.0,6.0,1.13,0.0,"Pourers and Casters, Metal",Production
51-4061.00,"Model Makers, Metal and Plastic",2.82,3.85,1.0,1.0,3.12,6.95,6.0,1.05,0.0,"Model Makers, Metal and Plastic",Production
51-4062.00,"Patternmakers, Metal and Plastic",3.05,4.65,1.0,1.0,1.8,6.23,6.0,1.0,3.0,"Patternmakers, Metal and Plastic",Production
51-4071.00,Foundry Mold and Coremakers,2.19,3.28,1.0,1.0,2.35,6.8,6.0,1.13,0.0,Foundry Mold and Coremakers,Production
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",1.49,4.13,1.05,1.0,2.41,7.0,6.0,1.06,0.0,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Production
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1.0,4.61,1.0,1.0,2.15,7.0,6.0,1.04,0.0,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Production
51-4111.00,Tool and Die Makers,1.58,4.51,1.0,1.0,2.91,7.0,6.0,1.0,0.0,Tool and Die Makers,Production
51-4121.00,"Welders, Cutters, Solderers, and Brazers",1.5,3.78,1.63,1.0,2.17,7.0,6.0,1.1,0.0,"Welders, Cutters, Solderers, and Brazers",Production
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",1.25,3.88,1.39,1.0,2.11,7.0,6.0,1.14,0.0,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Production
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",1.0,4.07,1.0,1.0,2.2,6.82,6.0,1.56,0.0,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Production
51-4192.00,"Layout Workers, Metal and Plastic",2.77,3.95,1.0,1.0,2.64,6.43,6.0,1.03,0.0,"Layout Workers, Metal and Plastic",Production
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",1.41,4.1,1.0,1.0,2.23,7.0,6.0,1.0,0.0,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Production
51-4194.00,"Tool Grinders, Filers, and Sharpeners",1.33,4.32,1.0,1.0,2.14,7.0,6.0,1.0,0.0,"Tool Grinders, Filers, and Sharpeners",Production
51-5111.00,Prepress Technicians and Workers,3.09,5.76,1.45,6.0,2.0,4.87,1.0,1.56,0.0,Prepress Technicians and Workers,Production
51-5112.00,Printing Press Operators,1.69,5.65,1.93,6.0,1.33,4.74,1.0,1.66,0.0,Printing Press Operators,Production
51-5113.00,Print Binding and Finishing Workers,2.28,5.05,1.23,1.0,1.31,5.34,6.0,1.46,0.0,Print Binding and Finishing Workers,Production
51-6011.00,Laundry and Dry-Cleaning Workers,1.25,4.25,1.48,1.0,1.03,6.36,6.0,1.32,0.0,Laundry and Dry-Cleaning Workers,Production
51-6021.00,"Pressers, Textile, Garment, and Related Materials",2.54,3.67,1.0,1.0,1.42,6.16,6.0,1.13,0.0,"Pressers, Textile, Garment, and Related Materials",Production
51-6031.00,Sewing Machine Operators,1.71,3.92,1.17,1.0,1.38,6.74,6.0,1.19,0.0,Sewing Machine Operators,Production
51-6041.00,Shoe and Leather Workers and Repairers,3.25,2.95,1.49,1.0,1.6,6.83,3.0,1.32,0.0,Shoe and Leather Workers and Repairers,Production
51-6042.00,Shoe Machine Operators and Tenders,1.36,4.16,1.53,1.0,1.93,6.65,6.0,1.37,0.0,Shoe Machine Operators and Tenders,Production
51-6051.00,"Sewers, Hand",2.89,3.23,1.26,1.0,1.0,6.28,6.0,1.62,3.0,"Sewers, Hand",Production
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",4.0,2.98,2.19,1.0,1.07,6.11,3.0,1.97,0.0,"Tailors, Dressmakers, and Custom Sewers",Production
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,1.15,4.29,1.11,1.0,2.15,6.81,6.0,1.21,0.0,Textile Bleaching and Dyeing Machine Operators and Tenders,Production
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",1.5,4.52,1.68,1.0,1.57,6.35,6.0,1.2,0.0,"Textile Cutting Machine Setters, Operators, and Tenders",Production
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",1.65,4.29,1.4,1.0,1.75,6.85,6.0,1.04,0.0,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Production
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",1.33,4.32,1.53,1.0,1.48,6.5,6.0,1.0,0.0,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Production
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",1.27,4.05,1.41,1.0,2.21,6.5,6.0,1.22,0.0,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",Production
51-6092.00,Fabric and Apparel Patternmakers,5.46,4.31,1.5,1.0,1.28,5.52,3.0,1.37,6.0,Fabric and Apparel Patternmakers,Production
51-6093.00,Upholsterers,3.1,2.94,1.0,1.0,1.88,6.88,3.0,1.34,6.0,Upholsterers,Production
51-7011.00,Cabinetmakers and Bench Carpenters,2.43,3.56,1.21,1.0,2.07,7.0,6.0,1.14,0.0,Cabinetmakers and Bench Carpenters,Production
51-7021.00,Furniture Finishers,2.81,2.92,1.0,1.0,1.44,7.0,6.0,1.27,3.0,Furniture Finishers,Production
51-7031.00,"Model Makers, Wood",3.86,3.99,1.55,1.0,2.59,7.0,6.0,1.35,3.0,"Model Makers, Wood",Production
51-7032.00,"Patternmakers, Wood",3.87,4.0,1.24,1.0,2.09,6.69,6.0,1.24,3.0,"Patternmakers, Wood",Production
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",1.0,4.13,1.0,1.0,2.33,7.0,6.0,1.13,0.0,"Sawing Machine Setters, Operators, and Tenders, Wood",Production
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",1.15,4.15,1.03,1.0,2.43,7.0,6.0,1.18,0.0,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Production
51-8011.00,Nuclear Power Reactor Operators,1.0,5.15,2.7,1.0,3.25,5.24,6.0,2.17,0.0,Nuclear Power Reactor Operators,Production
51-8012.00,Power Distributors and Dispatchers,1.0,5.08,3.0,1.0,2.51,5.16,6.0,1.95,0.0,Power Distributors and Dispatchers,Production
51-8013.00,Power Plant Operators,1.0,5.08,1.96,1.0,2.64,6.63,6.0,1.38,0.0,Power Plant Operators,Production
51-8013.03,Biomass Plant Technicians,1.0,4.82,1.75,1.0,3.12,6.97,6.0,1.22,0.0,Biomass Plant Technicians,Production
51-8013.04,Hydroelectric Plant Technicians,1.0,4.68,1.77,1.0,3.28,7.0,6.0,1.21,2.0,Hydroelectric Plant Technicians,Production
51-8021.00,Stationary Engineers and Boiler Operators,1.0,4.65,1.25,1.0,3.24,7.0,6.0,1.09,2.0,Stationary Engineers and Boiler Operators,Production
51-8031.00,Water and Wastewater Treatment Plant and System Operators,1.0,4.64,1.46,1.0,2.71,6.84,6.0,1.52,0.0,Water and Wastewater Treatment Plant and System Operators,Production
51-8091.00,Chemical Plant and System Operators,1.0,5.23,1.67,1.0,3.26,6.27,6.0,1.32,2.0,Chemical Plant and System Operators,Production
51-8092.00,Gas Plant Operators,1.0,5.29,2.22,1.0,2.63,6.61,6.0,1.46,0.0,Gas Plant Operators,Production
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",1.0,5.06,2.22,1.0,2.48,6.17,6.0,1.3,0.0,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Production
51-8099.01,Biofuels Processing Technicians,1.0,5.33,2.13,1.0,3.28,5.87,6.0,1.0,2.0,Biofuels Processing Technicians,Production
51-9011.00,Chemical Equipment Operators and Tenders,1.0,4.83,1.27,1.0,3.32,6.65,6.0,1.05,2.0,Chemical Equipment Operators and Tenders,Production
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",1.0,4.47,1.09,1.0,2.29,6.27,6.0,1.1,0.0,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Production
